text,severity,risk_type,industry,source,is_augmented,split
Worker electrocuted by saw.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in forklift rollover.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by conveyor.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in motorcycle collision.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed when front end loader tipped over.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed when forklift rolled over.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was fatally injured when he fell 15 feet through a 4-foot by 4-foot unguarded opening in a glass catwalk.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker on side ladder of moving rail car fatally struck parked truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
A Chicago police officer was shot and killed while processing the scene of a burglary inside a garage.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall from short-bed trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was killed after falling nearly 10 feet while working on a spillway clearing debris.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck by the counterweight and revolving superstructure of an excavator when he walked between the excavator and a hillside.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall from truck trestle deck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall from box elevated by forklift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker using a supply air hood to perform sandblast operations died from asphyxiation when the air hood was wrongfully connected to a nitrogen line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by tractor during maintenance.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee working under a sport utility vehicle died from crush injuries when the scissor jack lifting the vehicle failed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted after contacting circuit panel.,Fatal,Unspecified,Unspecified,OSHA,False,val
Victim was working from a basket lifted up by a rough terrain forklift that tipped over on its side.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was using a ladder to change a light bulb and fell from the ladder to the ground.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after being crushed between a semi-truck and a loading dock.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker performing maintenance at a natural gas compressor station died after complaining about the heat and major pain in his arm, chest, and stomach.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by grader.,Fatal,Unspecified,Unspecified,OSHA,False,val
Maintenance worker killed after falling down elevator shaft.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from exposure to chlorine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed in conveyor.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker trimming trees electrocuted by contact with power lines.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker on roof killed in fall through skylight.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was killed when a tree limb he was removing struck him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after falling 12 to 15 feet to the concrete floor from an aerial work platform used for picking orders.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from multiple bee stings.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from 20-foot fall from roof while performing waterproofing services.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was killed after being run over by a highway milling machine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died from electrical shock while working in an excavation.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worked died from falling through uprotected hole.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker painting residential structure killed in fall from scaffold.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall from aerial lift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was painting a fascia board and fell from an extension ladder.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker flagging traffic died after being struck by motor vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed frame of elevator leg tipped over and collapsed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall from raised forklift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being struck by section of pipe while exiting boom lift that rolled over.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between machine and I-beam.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker performing maintanence under a scissor lift died after the lift descended causing worker to be caught between base and lift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after being struck by vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker operating an excavator in a sand pit was killed when the machine became engulfed in wet sand.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted when scaffold contacted power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worher fatally crushed by steel plate.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being struck by lifting device.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by falling tree branches.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from hantavirus after being exposed to mouse droppings while cleaning cabins.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by falling concrete wall.,Fatal,Unspecified,Unspecified,OSHA,False,val
One worker died and another was hospitalized from arcc flash in electrical room.,Fatal,Unspecified,Unspecified,OSHA,False,val
Road construction worker was struck and killed by a motorist.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was crushed by a compactor after pressure developed during repairs.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed when farm tractor rolled over into pond.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed after being pinned under machine at automotive plant.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall from scaffolding.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between hopper and ground.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker conducting tree felling operations slipped and fell 40 feet.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by elevated loader.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was walking down the roadway to his car and was struck by a rough terrain Lull forklift. Worker was dragged 30 feet under the Lull along the roadway.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck when telescopic handler tipped over.,Fatal,Unspecified,Unspecified,OSHA,False,val
fatally struck by steel pipe.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker at a truck terminal died after being hit by a tractor used to move containers.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured in fall on floor.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being pinned between truck tractor and container.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally shot by co-worker.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by falling platform.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Two workers were framing on roof of building 30 feet above ground level, when one fell over the side of the building onto the concrete sidewalk below. He had been walking backwards moving a 2x6 piece of lumber.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was walking and working on the second level floor. Worker was moving equipment and fell 11 feet and was struck by an electrical panel that he was moving.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by end loader.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by falling seed sack.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by collapsing silo.,Fatal,Unspecified,Unspecified,OSHA,False,val
Workerd fatally struck by sledge hammer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between boards.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was run over by vehicle while conducting repairs.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted while installing a ground line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by falling pulley.,Fatal,Unspecified,Unspecified,OSHA,False,val
A ski instructor at a ski resort died after becoming stuck in a wall opening.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died when bucket lift fell.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being caught between a forklift and waste cargo trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being struck by skidder.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker caught and fatally crushed between pick-up truck and semi tractor trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted by energized wire while replacing fluorescent lights.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted by contact with distribution pole.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was run over and killed by a field tractor.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after falling 25 feet through roof skylight.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers died when baggage tractor overturned.,Fatal,Unspecified,Unspecified,OSHA,False,val
died in fall from stock picker.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall from stool.,Fatal,Unspecified,Unspecified,OSHA,False,val
fatally truck by truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker riding a scissor lift was electrocuted after contacting live powerlines.,Fatal,Unspecified,Unspecified,OSHA,False,val
"In circumstances where the worker hit the support of the drill beam advance cylinder to align the base of the beam with the holes of the beam and place the bolt, mechanical hammer slips and by inertia the mechanic's hand hits the edge of the beam causing the injury. At the time of the accident the employee had all the PPE for this activity.",Minor,Others,Mining,IHM_Stefanini,False,val
"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",Minor,Others,Mining,IHM_Stefanini,False,val
"At times when four employees lowered a metal sheet (1.5mx1.8m; m 80Kg) towards the floor from a height of 20 cm., The assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. The collaborator at the time of the event to use their maneuver gloves.",Minor,Others,Mining,IHM_Stefanini,False,val
"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",Minor,Chemical substances,Mining,IHM_Stefanini,False,val
"At times when the worker was cleaning the long holes of the production mesh in negative, when removing the polyethylene pipe it suffers a clogging inside the drill, which product of compressed air pressure is released by ejecting detritus and fragments of rock inside the hole impacting the worker's forehead causing a cut.",Minor,Others,Mining,IHM_Stefanini,False,val
"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.",Minor,Pressed,Metals,IHM_Stefanini,False,val
